# Modelo: Erdos Renyi
# Parâmetros: {'n': 32, 'p': 0.2}
# Vértices: 32
# Arestas: 87
# FromNodeId	ToNodeId
0	2
0	8
0	10
0	13
0	14
0	20
0	24
0	27
0	28
1	12
1	15
1	17
1	27
1	29
2	9
2	30
2	31
3	4
3	8
3	14
3	20
3	27
4	6
4	11
4	13
4	18
4	21
4	23
4	26
5	15
5	21
5	26
5	30
6	11
6	12
6	19
6	24
7	9
7	15
7	19
7	30
8	13
8	17
8	19
8	20
8	24
9	19
9	23
9	30
10	15
10	20
10	21
10	22
11	13
11	16
11	23
11	24
11	30
11	31
12	20
12	25
12	31
13	22
13	31
14	15
14	25
14	27
14	30
15	24
15	31
16	27
17	21
18	19
18	20
18	28
18	29
19	21
19	24
19	29
20	21
20	23
20	26
23	24
23	29
24	26
26	27
29	30
