# Modelo: Erdos Renyi
# Parâmetros: {'n': 90, 'p': 0.2}
# Vértices: 90
# Arestas: 785
# FromNodeId	ToNodeId
0	2
0	8
0	10
0	13
0	14
0	20
0	24
0	27
0	28
0	42
0	45
0	47
0	57
0	59
0	68
0	89
1	2
1	3
1	7
1	13
1	19
1	26
1	32
1	37
1	39
1	44
1	47
1	49
1	52
1	67
1	73
1	78
1	82
1	88
1	89
2	9
2	14
2	23
2	29
2	33
2	44
2	50
2	54
2	56
2	57
2	61
2	78
2	82
2	89
3	9
3	14
3	15
3	16
3	27
3	30
3	37
3	38
3	44
3	45
3	53
3	58
3	64
3	73
3	82
3	83
4	8
4	10
4	13
4	23
4	30
4	41
4	49
4	60
4	61
4	69
4	70
4	74
4	77
4	82
4	85
4	87
5	6
5	31
5	36
5	40
5	52
5	64
5	68
5	70
5	72
5	75
5	77
5	79
5	88
5	89
6	15
6	16
6	17
6	18
6	24
6	27
6	30
6	31
6	37
6	40
6	44
6	54
6	71
6	77
6	79
6	86
6	88
7	14
7	27
7	28
7	29
7	32
7	39
7	40
7	42
7	43
7	49
7	56
7	57
7	62
7	64
7	65
7	69
7	87
7	88
7	89
8	9
8	28
8	29
8	34
8	40
8	41
8	45
8	53
8	58
8	62
8	83
9	13
9	17
9	20
9	24
9	50
9	57
9	62
9	71
9	82
10	17
10	18
10	24
10	30
10	34
10	38
10	39
10	44
10	48
10	52
10	60
10	74
11	17
11	20
11	21
11	33
11	35
11	44
11	52
11	54
11	59
11	64
11	68
11	70
11	77
11	79
11	83
11	88
12	17
12	18
12	24
12	27
12	29
12	35
12	37
12	39
12	40
12	42
12	44
12	45
12	49
12	50
12	57
12	60
12	66
12	72
12	73
12	75
12	84
13	20
13	24
13	26
13	28
13	29
13	36
13	49
13	60
13	64
13	68
13	72
13	74
13	83
13	84
13	85
14	19
14	25
14	28
14	31
14	34
14	36
14	42
14	44
14	45
14	52
14	53
14	59
14	68
14	70
14	78
14	79
14	83
15	21
15	22
15	26
15	30
15	32
15	46
15	47
15	48
15	53
15	58
15	66
15	67
15	76
16	23
16	28
16	29
16	31
16	35
16	38
16	40
16	44
16	68
16	73
16	80
16	86
16	87
17	20
17	25
17	29
17	32
17	33
17	39
17	42
17	46
17	49
17	52
17	58
17	60
17	70
17	78
17	81
17	87
18	20
18	21
18	22
18	29
18	34
18	47
18	52
18	59
18	66
18	72
18	75
18	76
19	21
19	33
19	38
19	43
19	52
19	54
19	56
19	62
19	69
19	78
19	82
19	83
19	84
19	85
20	26
20	30
20	32
20	39
20	40
20	55
20	56
20	66
20	73
20	79
20	88
21	26
21	40
21	42
21	48
21	55
21	58
21	59
21	67
21	84
22	25
22	29
22	31
22	33
22	34
22	36
22	43
22	44
22	50
22	59
22	73
23	25
23	32
23	35
23	37
23	44
23	49
23	55
23	57
23	66
23	68
23	77
23	78
23	79
23	82
23	87
24	27
24	29
24	30
24	39
24	42
24	43
24	50
24	55
24	56
24	68
24	71
24	73
24	77
24	80
24	83
24	89
25	33
25	35
25	38
25	40
25	57
25	62
25	63
25	74
25	79
25	81
25	82
25	85
26	28
26	38
26	42
26	55
26	67
26	73
26	75
26	80
26	88
27	29
27	44
27	53
27	58
27	70
27	72
27	78
27	79
27	88
28	35
28	37
28	41
28	46
28	47
28	48
28	49
28	64
28	67
28	68
28	69
28	75
28	77
28	82
28	83
28	87
29	35
29	36
29	43
29	48
29	56
29	65
29	69
29	70
29	75
29	76
29	80
29	81
29	85
29	87
30	34
30	39
30	41
30	44
30	48
30	53
30	54
30	65
30	80
31	43
31	56
31	61
31	68
31	80
31	81
31	84
31	86
32	40
32	44
32	47
32	48
32	53
32	56
32	58
32	65
32	66
32	68
32	85
32	86
32	87
32	89
33	37
33	39
33	46
33	49
33	51
33	52
33	61
33	62
33	67
33	72
33	73
33	78
33	82
34	44
34	45
34	48
34	59
34	65
34	79
34	86
35	39
35	52
35	53
35	56
35	59
35	63
35	65
35	72
35	79
35	81
35	84
35	89
36	37
36	40
36	43
36	46
36	48
36	50
36	55
36	59
36	60
36	66
36	68
36	81
36	85
37	40
37	48
37	49
37	51
37	52
37	59
37	72
37	76
37	77
37	84
37	87
38	41
38	42
38	47
38	50
38	53
38	60
38	65
38	70
38	81
38	85
38	89
39	45
39	54
39	58
39	65
39	69
39	73
39	76
39	83
39	84
39	85
39	87
40	50
40	54
40	55
40	63
