# Modelo: Erdos Renyi
# Parâmetros: {'n': 33, 'p': 0.2}
# Vértices: 33
# Arestas: 96
# FromNodeId	ToNodeId
0	2
0	8
0	10
0	13
0	14
0	20
0	24
0	27
0	28
1	11
1	14
1	16
1	26
1	28
2	7
2	28
2	29
2	30
3	5
3	11
3	17
3	24
3	30
4	7
4	9
4	14
4	17
4	19
4	22
5	10
5	16
5	21
5	25
5	31
5	32
6	13
6	18
6	27
7	8
7	12
7	23
7	29
8	9
8	11
8	12
8	16
9	10
9	14
9	21
9	27
9	32
10	11
10	12
10	23
10	26
11	12
11	13
11	19
11	20
11	28
12	13
12	19
12	28
13	18
13	19
13	29
13	31
14	16
14	26
15	16
15	27
16	19
16	30
16	31
17	24
17	25
17	29
17	32
18	23
18	26
18	28
18	31
20	31
21	25
21	29
22	31
24	26
24	30
24	32
25	27
25	30
25	32
26	28
27	32
28	29
31	32
